Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name,SMILES
35186,Sweet,Fruity,625-60-5,S-Ethyl thioacetate,CCSC(=O)C
35187,Sweet,Fruity,629-33-4,Hexyl formate,CCCCCCOC=O
35188,Sweet,Fruity,637-65-0,Tetrahydrofurfuryl propionate,CCC(=O)OCC1CCCO1
35189,Sweet,Fruity,638-11-9,Isopropyl butyrate,CCCC(=O)OC(C)C
35190,Sweet,Fruity,698-10-2,5-Ethyl-3-hydroxy-4-methylfuran-2(5H)-one,CCC1C(=C(C(=O)O1)O)C
35191,Sweet,Fruity,698-27-1,2-Hydroxy-4-methylbenzaldehyde,CC1=CC(=C(C=C1)C=O)O
35192,Sweet,Fruity,710-04-3,delta-Undecalactone,CCCCCCC1CCCC(=O)O1
35193,Sweet,Fruity,762-29-8,"5,9,13-Pentadecatrien-2-one, 6,10,14-trimethyl-",CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C
35194,Sweet,Fruity,925-78-0,3-Nonanone,CCCCCCC(=O)CC
35195,Sweet,Fruity,1079-01-2,Myrtenyl acetate,CC(=O)OCC1=CCC2CC1C2(C)C
35196,Sweet,Fruity,1838-59-1,Allyl formate,C=CCOC=O
35197,Sweet,Fruity,2270-60-2,Methyl citronellate,CC(CCC=C(C)C)CC(=O)OC
35198,Sweet,Fruity,2305-25-1,Ethyl 3-hydroxyhexanoate,CCCC(CC(=O)OCC)O
35199,Sweet,Fruity,2306-88-9,Octyl octanoate,CCCCCCCCOC(=O)CCCCCCC
35200,Sweet,Fruity,2349-13-5,Heptyl isobutyrate,CCCCCCCOC(=O)C(C)C
35201,Sweet,Fruity,2408-20-0,Allyl propionate,CCC(=O)OCC=C
35202,Sweet,Fruity,4077-47-8,"2,5-Dimethyl-4-methoxy-3(2H)-furanone",CC1C(=O)C(=C(O1)C)OC
35203,Sweet,Fruity,4166-20-5,"2,5-Dimethyl-4-oxo-4,5-dihydrofuran-3-yl acetate",CC1C(=O)C(=C(O1)C)OC(=O)C
35204,Sweet,Fruity,4208-49-5,Allyl 2-furoate,C=CCOC(=O)C1=CC=CO1
35205,Sweet,Fruity,4265-16-1,2-Benzofurancarboxaldehyde,C1=CC=C2C(=C1)C=C(O2)C=O
35206,Sweet,Fruity,4265-97-8,Heptyl octanoate,CCCCCCCC(=O)OCCCCCCC
35207,Sweet,Fruity,6222-35-1,Cyclohexyl propionate,CCC(=O)OC1CCCCC1
35208,Sweet,Fruity,6290-37-5,2-Phenylethyl hexanoate,CCCCCC(=O)OCCC1=CC=CC=C1
35209,Sweet,Fruity,6380-23-0,"3,4-Dimethoxystyrene",COC1=C(C=C(C=C1)C=C)OC
35210,Sweet,Fruity,7492-69-5,"Benzyl 2,3-dimethylcrotonate",CC(=C(C)C(=O)OCC1=CC=CC=C1)C
35211,Sweet,Fruity,7493-65-4,Allyl cyclohexanebutyrate,C=CCOC(=O)CCCC1CCCCC1
35212,Sweet,Fruity,7493-66-5,Allyl cyclohexanehexanoate,C=CCOC(=O)CCCCCC1CCCCC1
35213,Sweet,Fruity,7493-68-7,Allyl cyclohexanevalerate,C=CCOC(=O)CCCCC1CCCCC1
35214,Sweet,Fruity,7493-69-8,Allyl 2-ethylbutyrate,CCC(CC)C(=O)OCC=C
35215,Sweet,Fruity,7493-72-3,Allyl nonanoate,CCCCCCCCC(=O)OCC=C
35216,Sweet,Fruity,7493-76-7,Allyl 10-undecenoate,C=CCCCCCCCCC(=O)OCC=C
35217,Sweet,Fruity,7493-82-5,Pentyl heptanoate,CCCCCCC(=O)OCCCCC
35218,Sweet,Fruity,7549-33-9,Anisyl propionate,CCC(=O)OCC1=CC=C(C=C1)OC
35219,Sweet,Fruity,10024-64-3,Linalyl octanoate,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C
35220,Sweet,Fruity,10031-71-7,"1,1-Dimethyl-3-phenylpropyl isobutyrate",CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1
35221,Sweet,Fruity,10031-86-4,1-Phenylpropyl butyrate,CCCC(=O)OC(CC)C1=CC=CC=C1
35222,Sweet,Fruity,10031-87-5,2-Ethylbutyl acetate,CCC(CC)COC(=O)C
35223,Sweet,Fruity,10031-90-0,Ethyl 2-furanpropionate,CCOC(=O)CCC1=CC=CO1
35224,Sweet,Fruity,10031-93-3,Ethyl 4-phenylbutanoate,CCOC(=O)CCCC1=CC=CC=C1
35225,Sweet,Fruity,10032-05-0,"1,1-Dimethoxyheptane",CCCCCCC(OC)OC
35226,Sweet,Fruity,10032-13-0,Hexyl isovalerate,CCCCCCOC(=O)CC(C)C
35227,Sweet,Fruity,10039-39-1,2-Hexyl-4-acetoxytetrahydrofuran,CCCCCCC1CC(CO1)OC(=O)C
35228,Sweet,Fruity,10094-36-7,Ethyl 3-cyclohexylpropanoate,CCOC(=O)CCC1CCCCC1
35229,Sweet,Fruity,10415-87-9,3-Methyl-1-phenyl-3-pentanol,CCC(C)(CCC1=CC=CC=C1)O
35230,Sweet,Fruity,10415-88-0,4-Phenyl-2-butyl acetate,CC(CCC1=CC=CC=C1)OC(=O)C
35231,Sweet,Fruity,10522-18-6,Methyl 2-undecynoate,CCCCCCCCC#CC(=O)OC
35232,Sweet,Fruity,13246-52-1,"Ethyl 2,4-dioxohexanoate",CCC(=O)CC(=O)C(=O)OCC
35233,Sweet,Fruity,13327-56-5,Ethyl 3-(methylthio)propionate,CCOC(=O)CCSC
35234,Sweet,Fruity,13532-18-8,Methyl 3-(methylthio)propionate,COC(=O)CCSC
35235,Sweet,Fruity,13678-60-9,Furfuryl isovalerate,CC(C)CC(=O)OCC1=CC=CO1
35236,Sweet,Fruity,13679-85-1,2-Methyltetrahydrothiophen-3-one,CC1C(=O)CCS1
35237,Sweet,Fruity,14360-50-0,2-Hexanoylfuran,CCCCCC(=O)C1=CC=CO1
35238,Sweet,Fruity,14436-32-9,9-Decenoic acid,C=CCCCCCCCC(=O)O
35239,Sweet,Fruity,14481-52-8,alpha-Terpinyl anthranilate,CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N
35240,Sweet,Fruity,15111-96-3,Perillyl acetate,CC(=C)C1CCC(=CC1)COC(=O)C
35241,Sweet,Fruity,15111-97-4,"p-Mentha-1,8(10)-dien-9-yl acetate",CC1=CCC(CC1)C(=C)COC(=O)C
35242,Sweet,Fruity,15679-13-7,2-Isopropyl-4-methylthiazole,CC1=CSC(=N1)C(C)C
35243,Sweet,Fruity,15706-73-7,Butyl 2-methylbutyrate,CCCCOC(=O)C(C)CC
35244,Sweet,Fruity,16429-21-3,7-Hexyloxepan-2-one,CCCCCCC1CCCCC(=O)O1
35245,Sweet,Fruity,32665-23-9,Isopropyl isovalerate,CC(C)CC(=O)OC(C)C
35246,Sweet,Fruity,34545-88-5,"7-Methyl-4,4a,5,6-tetrahydro-2(3H)-naphthalenone",CC1=CC2=CC(=O)CCC2CC1
35247,Sweet,Fruity,36701-01-6,Furfuryl pentanoate,CCCCC(=O)OCC1=CC=CO1
35248,Sweet,Fruity,38446-21-8,Ethyl 2-(ethylamino)benzoate,CCNC1=CC=CC=C1C(=O)OCC
35249,Sweet,Fruity,38462-22-5,p-Mentha-8-thiol-3-one,CC1CCC(C(=O)C1)C(C)(C)S
35250,Sweet,Fruity,39252-03-4,Furfuryl octanoate,CCCCCCCC(=O)OCC1=CC=CO1
35251,Sweet,Fruity,40923-64-6,3-Heptyldihydro-5-methyl-2(3H)-furanone,CCCCCCCC1CC(OC1=O)C
35252,Sweet,Fruity,43052-87-5,"2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (2E)-",CC=CC(=O)C1C(=CCCC1(C)C)C
35253,Sweet,Fruity,50626-02-3,2-Phenyl-3-carbethoxyfuran,CCOC(=O)C1=C(OC=C1)C2=CC=CC=C2
35254,Sweet,Fruity,52789-73-8,1-Acetylcyclohexyl acetate,CC(=O)C1(CCCCC1)OC(=O)C
35255,Sweet,Fruity,53399-81-8,Ethyl 2-methyl-4-pentenoate,CCOC(=O)C(C)CC=C
35256,Sweet,Fruity,55418-52-5,Piperonyl acetone,CC(=O)CCC1=CC2=C(C=C1)OCO2
35257,Sweet,Fruity,57082-24-3,beta-Caryophyllene alcohol acetate,CC(=O)OC12CCCC(C1)(CCC3C2CC3(C)C)C
35258,Sweet,Fruity,57500-00-2,Methyl furfuryl disulfide,CSSCC1=CC=CO1
35259,Sweet,Fruity,60523-21-9,"Ethyl 2-methyl-3,4-pentadienoate",CCOC(=O)C(C)C=C=C
35260,Sweet,Fruity,63449-68-3,Naphthalen-2-yl 2-aminobenzoate,C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC=CC=C3N
35261,Sweet,Fruity,67633-97-0,3-Mercapto-2-pentanone,CCC(C(=O)C)S
35262,Sweet,Fruity,78-36-4,Linalyl butyrate,CCCC(=O)OC(C)(CCC=C(C)C)C=C
35263,Sweet,Fruity,57968-71-5,Diethyl tartrate,CCOC(=O)C(C(C(=O)OCC)O)O
35264,Sweet,Fruity,88-41-5,2-Tert-Butylcyclohexyl acetate,CC(=O)OC1CCCCC1C(C)(C)C
35265,Sweet,Fruity,93-92-5,1-Phenylethyl acetate,CC(C1=CC=CC=C1)OC(=O)C
35266,Sweet,Fruity,1125-88-8,Benzaldehyde dimethyl acetal,COC(C1=CC=CC=C1)OC
35267,Sweet,Fruity,1128-08-1,Dihydrojasmone,CCCCCC1=C(CCC1=O)C
35268,Sweet,Fruity,2173-56-0,Pentyl valerate,CCCCCOC(=O)CCCC
35269,Sweet,Fruity,2432-51-1,S-Methyl butanethioate,CCCC(=O)SC
35270,Sweet,Fruity,2445-77-4,2-Methylbutyl isovalerate,CCC(C)COC(=O)CC(C)C
35271,Sweet,Fruity,2983-36-0,Ethyl 2-benzylbutanoate,CCC(CC1=CC=CC=C1)C(=O)OCC
35272,Sweet,Fruity,3208-40-0,2-(3-Phenylpropyl)tetrahydrofuran,C1CC(OC1)CCCC2=CC=CC=C2
35273,Sweet,Fruity,5405-41-4,Ethyl 3-hydroxybutyrate,CCOC(=O)CC(C)O
35274,Sweet,Fruity,5434-57-1,Hexyl pivalate,CCCCCCOC(=O)C(C)(C)C
35275,Sweet,Fruity,5452-07--3,3-Phenylpropyl isovalerate,CC(C)CC(=O)OCCCC1=CC=CC=C1
35276,Sweet,Fruity,5461-08--5,Piperonyl isobutyrate,CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2
35277,Sweet,Fruity,5870-93-9,Heptyl butyrate,CCCCCCCOC(=O)CCC
35278,Sweet,Fruity,7775-00-0,"Benzenepropanal, 4-(1-methylethyl)-",CC(C)C1=CC=C(C=C1)CCC=O
35279,Sweet,Fruity,39255-32-8,Ethyl 2-methylpentanoate,CCCC(C)C(=O)OCC
35280,Sweet,Fruity,40348-72-9,Methyl 2-hydroxy-4-methylpentanoate,CC(C)CC(C(=O)OC)O
35281,Sweet,Fruity,1205-17-0,Helional,CC(CC1=CC2=C(C=C1)OCO2)C=O
35282,Sweet,Fruity,42075-45-6,S-Methyl 2-methylbutanethioate,CCC(C)C(=O)SC
35283,Sweet,Fruity,43219-68-7,"4-Acetyl-1,4-dimethyl-1-cyclohexene",CC1=CCC(CC1)(C)C(=O)C
35284,Sweet,Fruity,53053-51-3,Methyl 4-(methylthio)butyrate,COC(=O)CCCSC
35285,Sweet,Fruity,10484-09-0,Allyl salicylate,C=CCOC(=O)C1=CC=CC=C1O
35286,Sweet,Fruity,10588-10-0,Isobutyl valerate,CCCCC(=O)OCC(C)C
35287,Sweet,Fruity,94-50-8,Octyl benzoate,CCCCCCCCOC(=O)C1=CC=CC=C1
35288,Sweet,Fruity,109-25-1,3-Methylbutyl heptanoate,CCCCCCC(=O)OCCC(C)C
35289,Sweet,Fruity,141-06-0,Propyl valerate,CCCCC(=O)OCCC
35290,Sweet,Fruity,475-03-6,"1,1,6-Trimethyltetralin",CC1=CC2=C(C=C1)C(CCC2)(C)C
35291,Sweet,Fruity,579-93-1,2-(Benzoylamino)benzoic acid,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O
35292,Sweet,Fruity,607-90-9,Propyl salicylate,CCCOC(=O)C1=CC=CC=C1O
35293,Sweet,Fruity,614-18-6,Ethyl nicotinate,CCOC(=O)C1=CN=CC=C1
35294,Sweet,Fruity,616-31-9,3-Pentanethiol,CCC(CC)S
35295,Sweet,Fruity,624-09-9,Heptyl heptanoate,CCCCCCCOC(=O)CCCCCC
35296,Sweet,Fruity,996-97-4,"N,N-Diethyloctanamide",CCCCCCCC(=O)N(CC)CC
35297,Sweet,Fruity,1117-59-5,Hexyl valerate,CCCCCCOC(=O)CCCC
35298,Sweet,Fruity,1129-47-1,"Propanoic acid, 2-methyl-, cyclohexyl ester",CC(C)C(=O)OC1CCCCC1
35299,Sweet,Fruity,1455-20-5,2-Butylthiophene,CCCCC1=CC=CS1
35300,Sweet,Fruity,1334-82-3,Amyl 2-furoate,CCCCCOC(=O)C1=CC=CO1
35301,Sweet,Fruity,1587-20-8,Trimethyl citrate,COC(=O)CC(CC(=O)OC)(C(=O)OC)O
35302,Sweet,Fruity,1670-47-9,"1,1-Diethoxycyclohexane",CCOC1(CCCCC1)OCC
35303,Sweet,Fruity,1708-34-5,"2-Hexyl-1,3-dioxolane",CCCCCCC1OCCO1
35304,Sweet,Fruity,1725-01-5,"1,8-Dioxacycloheptadecan-9-one",C1CCCCOCCCCCCOC(=O)CCC1
35305,Sweet,Fruity,1968-40-7,Ethyl 4-pentenoate,CCOC(=O)CCC=C
35306,Sweet,Fruity,2050-01-09 00:00:00,Isoamyl valerate,CCCCC(=O)OCCC(C)C
35307,Sweet,Fruity,2216-45-7,4-Methylbenzyl acetate,CC1=CC=C(C=C1)COC(=O)C
35308,Sweet,Fruity,2306-91-4,Isoamyl decanoate,CCCCCCCCCC(=O)OCCC(C)C
35309,Sweet,Fruity,2432-77-1,S-Methyl hexanethioate,CCCCCC(=O)SC
35310,Sweet,Fruity,2445-72-9,Pentyl isobutyrate,CCCCCOC(=O)C(C)C
35311,Sweet,Fruity,3209-13-0,3-Methoxy-5-methylphenol,CC1=CC(=CC(=C1)OC)O
35312,Sweet,Fruity,3658-93-3,"1,1-Diethoxyhexane",CCCCCC(OCC)OCC
35313,Sweet,Fruity,4112-92-9,Guaiacol butyrate,CCCC(=O)OC1=CC=CC=C1OC
35314,Sweet,Fruity,4455-13-4,Ethyl (methylthio)acetate,CCOC(=O)CSC
35315,Sweet,Fruity,4747-07--3,1-Methoxyhexane,CCCCCCOC
35316,Sweet,Fruity,5205-07--2,3-Methyl-3-butenyl acetate,CC(=C)CCOC(=O)C
35317,Sweet,Fruity,607-97-6,Ethyl 2-ethylacetoacetate,CCC(C(=O)C)C(=O)OCC
35318,Sweet,Fruity,5421-27-2,Isobutyl 10-undecenoate,CC(C)COC(=O)CCCCCCCCC=C
35319,Sweet,Fruity,5451-80-9,Heptyl valerate,CCCCCCCOC(=O)CCCC
35320,Sweet,Fruity,5451-88-7,3-Phenylpropyl valerate,CCCCC(=O)OCCCC1=CC=CC=C1
35321,Sweet,Fruity,5454-21-7,Benzyl heptanoate,CCCCCCC(=O)OCC1=CC=CC=C1
35322,Sweet,Fruity,5461-02--9,Undecyl butyrate,CCCCCCCCCCCOC(=O)CCC
35323,Sweet,Fruity,5461-06--3,Isobutyl octanoate,CCCCCCCC(=O)OCC(C)C
35324,Sweet,Fruity,5921-82-4,1-Methylhexyl acetate,CCCCCC(C)OC(=O)C
35325,Sweet,Fruity,6221-93-8,Dodecyl propionate,CCCCCCCCCCCCOC(=O)CC
35326,Sweet,Fruity,6243-10--3,Cyclohexyl hexanoate,CCCCCC(=O)OC1CCCCC1
35327,Sweet,Fruity,6270-55-9,Furfuryl isobutyrate,CC(C)C(=O)OCC1=CC=CO1
35328,Sweet,Fruity,6413-10--1,"1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester",CCOC(=O)CC1(OCCO1)C
35329,Sweet,Fruity,6561-39-3,Hexyl nonanoate,CCCCCCCCC(=O)OCCCCCC
35330,Sweet,Fruity,6807-11-0,2-(p-Tolyloxy)ethyl acetate,CC1=CC=C(C=C1)OCCOC(=O)C
35331,Sweet,Fruity,141-25-3,Rhodinol,C[C@@H](CCCC(=C)C)CCO
35332,Sweet,Fruity,7335-26-4,Ethyl 2-methoxybenzoate,CCOC(=O)C1=CC=CC=C1OC
35333,Sweet,Fruity,7460-74-4,Phenethyl valerate,CCCCC(=O)OCCC1=CC=CC=C1
35334,Sweet,Fruity,10072-05-6,Methyl 2-(dimethylamino)benzoate,CN(C)C1=CC=CC=C1C(=O)OC
35335,Sweet,Fruity,10276-85-4,Benzyl octanoate,CCCCCCCC(=O)OCC1=CC=CC=C1
35336,Sweet,Fruity,10361-39-4,Benzyl valerate,CCCCC(=O)OCC1=CC=CC=C1
35337,Sweet,Fruity,10484-56-7,2-Butoxynaphthalene,CCCCOC1=CC2=CC=CC=C2C=C1
35338,Sweet,Fruity,13002-09-0,Acetaldehyde diisoamyl acetal,CC(C)CCOC(C)OCCC(C)C
35339,Sweet,Fruity,13529-27-6,2-(Diethoxymethyl)furan,CCOC(C1=CC=CO1)OCC
35340,Sweet,Fruity,14129-48-7,"4-Octen-3-one, (E)-",CCC/C=C/C(=O)CC
35341,Sweet,Fruity,14289-65-7,Allyl phenethyl ether,C=CCOCCC1=CC=CC=C1
35342,Sweet,Fruity,14898-79-4,(R)-(-)-2-Butanol,CC[C@@H](C)O
35343,Sweet,Fruity,16630-55-0,3-(Methylthio)propyl acetate,CC(=O)OCCCSC
35344,Sweet,Fruity,16630-60-7,Methionyl butyrate,CCCC(=O)OCCCSC
35345,Sweet,Fruity,16630-66-3,Methyl (methylthio)acetate,COC(=O)CSC
35346,Sweet,Fruity,64001-15-6,"Octahydro-4,7-methano-1H-inden-5-yl acetate",CC(=O)OC1CC2CC1C3C2CCC3
35347,Sweet,Fruity,14400-67-0,"2,5-Dimethyl-3(2H)-furanone",CC1C(=O)C=C(O1)C
35348,Sweet,Fruity,14481-55-1,1-Methyl-1-(4-methylcyclohex-3-enyl)ethyl valerate,CCCCC(=O)OC(C)(C)C1CCC(=CC1)C
35349,Sweet,Fruity,15111-56-5,"3-Cyclohexene-1-carboxylic acid, ethyl ester",CCOC(=O)C1CCC=CC1
35350,Sweet,Fruity,16491-24-0,"2,4-Hexadienyl isobutyrate",C/C=C/C=C/COC(=O)C(C)C
35351,Sweet,Fruity,16930-93-1,"Hexa-2,4-dienyl butyrate",CCCC(=O)OCC=CC=CC
35352,Sweet,Fruity,17369-60-7,"5-Ethyl-2,3,4,5-tetramethyl-2-cyclohexenone",CCC1(CC(=O)C(=C(C1C)C)C)C
35353,Sweet,Fruity,17369-61-8,"5-Ethyl-3,4,5,6-tetramethyl-2-cyclohexen-1-one",CCC1(C(C(=CC(=O)C1C)C)C)C
35354,Sweet,Fruity,17511-60-3,Tricyclodecenyl propionate,CCC(=O)OC1CC2CC1C3C2C=CC3
35355,Sweet,Fruity,18433-93-7,"2-Isobutyl-4-methyl-1,3-dioxolane",CC1COC(O1)CC(C)C
35356,Sweet,Fruity,18436-37-8,alpha-Hexyl-gamma-butyrolactone,CCCCCCC1CCOC1=O
35357,Sweet,Fruity,18479-68-0,p-Menth-1-en-9-ol,CC1=CCC(CC1)C(C)CO
35358,Sweet,Fruity,19329-89-6,Isoamyl lactate,CC(C)CCOC(=O)C(C)O
35359,Sweet,Fruity,17597-95-4,"1-(2,2-Dimethoxyethoxy)hexane",CCCCCCOCC(OC)OC
35360,Sweet,Fruity,18362-97-5,Isopropyl valerate,CCCCC(=O)OC(C)C
35361,Sweet,Fruity,14507-02-9,"Deca-2,4-dien-1-ol",CCCCCC=CC=CCO
35362,Sweet,Fruity,18794-77-9,2-Hexylthiophene,CCCCCCC1=CC=CS1
35363,Sweet,Fruity,19872-52-7,4-Mercapto-4-methyl-2-pentanone,CC(=O)CC(C)(C)S
35364,Sweet,Fruity,2445-76-3,Hexyl propionate,CCCCCCOC(=O)CC
35365,Sweet,Fruity,20298-69-5,cis-2-Tert-Butylcyclohexyl acetate,CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C
35366,Sweet,Fruity,20125-81-9,Oct-2-en-4-ol,CCCCC(C=CC)O
35367,Sweet,Fruity,20175-19-3,"Nonanal, 2-(phenylmethylene)-",CCCCCCCC(=CC1=CC=CC=C1)C=O
35368,Sweet,Fruity,2756-56-1,Isobornyl propionate,CCC(=O)OC1CC2CCC1(C2(C)C)C
35369,Sweet,Fruity,20286-45-7,3-Octyl butyrate,CCCCCC(CC)OC(=O)CCC
35370,Sweet,Fruity,21145-77-7,Tonalid,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C
35371,Sweet,Fruity,21963-26-8,2-Nonenoic acid gamma-lactone,CCCCCC1C=CC(=O)O1
35372,Sweet,Fruity,22717-57-3,Methyl 5-methylsalicylate,CC1=CC(=C(C=C1)O)C(=O)OC
35373,Sweet,Fruity,23511-70-8,2-Phenoxyethyl butyrate,CCCC(=O)OCCOC1=CC=CC=C1
35374,Sweet,Fruity,255714-11-5,"2-Butenoic acid, 2-methyl-, 3,7-dimethyl-6-octenyl ester, (2E)-",CC=C(C)C(=O)OCCC(C)CCC=C(C)C
35375,Sweet,Fruity,22874-79-9,"2-Butenoic acid, octyl ester",CCCCCCCCOC(=O)C=CC
35376,Sweet,Fruity,23267-57-4,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-",CC(=O)C=CC12C(CCCC1(O2)C)(C)C
35377,Sweet,Fruity,23747-43-5,Ethyl 2-(methyldithio)propionate,CCOC(=O)C(C)SSC
35378,Sweet,Fruity,25225-08-5,"Cyclohexanemethanol, alpha,3,3-trimethyl-, formate",CC(C1CCCC(C1)(C)C)OC=O
35379,Sweet,Fruity,25225-10-9,"1-(3,3-Dimethylcyclohexyl)ethyl acetate",CC(C1CCCC(C1)(C)C)OC(=O)C
35380,Sweet,Fruity,1195-92-2,Limonene oxide,CC(=C)C1CCC2(C(C1)O2)C
35381,Sweet,Fruity,56423-43-9,Heptyl isovalerate,CCCCCCCOC(=O)CC(C)C
35382,Sweet,Fruity,6750-60-3,Spathulenol,C[C@@]1(CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C)O
35383,Sweet,Fruity,35852-46-1,cis-3-HEXENYLVALERATE,CCCCC(=O)OCCC=CCC
35384,Sweet,Fruity,56973-85-4,"1-(5,5-Dimethyl-1-cyclohexen-1-yl)-4-penten-1-one",CC1(CCC=C(C1)C(=O)CCC=C)C
35385,Sweet,Fruity,50448-95-8,2-Ethylhexyl 3-mercaptopropionate,CCCCC(CC)COC(=O)CCS
35386,Sweet,Fruity,585-24-0,Isobutyl lactate,CC(C)COC(=O)C(C)O
35387,Sweet,Fruity,13744-15-5,beta-Cubebene,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2C(=C)CC3)C(C)C
35388,Sweet,Fruity,27538-09-6,5-Ethyl-4-hydroxy-2-methylfuran-3(2H)-one,CCC1=C(C(=O)C(O1)C)O
35389,Sweet,Fruity,54306-00-2,"1,1-Diethoxyhex-2-ene",CCCC=CC(OCC)OCC
35390,Sweet,Fruity,57856-81-2,Allyl decanoate,CCCCCCCCCC(=O)OCC=C
35391,Sweet,Fruity,57934-97-1,"Ethyl 2-ethyl-6,6-dimethylcyclohex-2-ene-1-carboxylate",CCC1=CCCC(C1C(=O)OCC)(C)C
35392,Sweet,Fruity,58244-29-4,"1,3-Dioxolane, 4-methyl-2-(4-methylphenyl)-",CC1COC(O1)C2=CC=C(C=C2)C
35393,Sweet,Fruity,7384-98-7,Propylene glycol dicaprylate,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC
35394,Sweet,Fruity,41816-03-9,"Spiro(1,4-methanonaphthalene-2(1H),2'-oxirane), 3,4,4a,5,8,8a-
hexahydro-3',7-dimethyl-",
35395,Sweet,Fruity,6454-22-4,"2-Hexyl-4,5-dimethyl-1,3-dioxolane",CCCCCCC1OC(C(O1)C)C
35396,Sweet,Fruity,2092-49-1,Dehydrodivanillin,COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)C=O)OC)O)C=O
35397,Sweet,Fruity,6290-17-1,"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate",CCOC(=O)CC1(OCC(O1)C)C
35398,Sweet,Fruity,1540-29-0,Ethyl 2-acetylhexanoate,CCCCC(C(=O)C)C(=O)OCC
35399,Sweet,Fruity,6297-41-2,Butyl 2-methylvalerate,CCCCOC(=O)C(C)CCC
35400,Sweet,Fruity,2109-22-0,2-Cyclohexylpropanal,CC(C=O)C1CCCCC1
35401,Sweet,Fruity,68391-39-9,"4-Methyl-2-octyl-1,3-dioxolane",CCCCCCCCC1OCC(O1)C
35402,Sweet,Fruity,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde,CC1=CC=C(C=C1)CC(C)C=O
35403,Sweet,Fruity,25415-62-7,Pentyl 3-methylbutanoate,CCCCCOC(=O)CC(C)C
35404,Sweet,Fruity,2445-69-4,2-Methylbutyl isobutyrate,CCC(C)COC(=O)C(C)C
35405,Sweet,Fruity,1608-72-6,1-Ethoxyethyl acetate,CCOC(C)OC(=O)C
35406,Sweet,Fruity,13109-70-1,Bornyl butyrate,CCCC(=O)OC1CC2CCC1(C2(C)C)C
35407,Sweet,Fruity,2051-50-5,1-Methylheptyl acetate,CCCCCCC(C)OC(=O)C
35408,Sweet,Fruity,2051-96-9,Benzyl lactate,CC(C(=O)OCC1=CC=CC=C1)O
35409,Sweet,Fruity,5764-85-2,Ethyl 3-hydroxy-3-phenylpropanoate,CCOC(=O)CC(C1=CC=CC=C1)O
35410,Sweet,Fruity,59230-57-8,4-Isopropylbenzyl acetate,CC(C)C1=CC=C(C=C1)COC(=O)C
35411,Sweet,Fruity,67715-80-4,"2-Methyl-4-propyl-1,3-oxathiane",CCCC1CCOC(S1)C
35412,Sweet,Fruity,59354-71-1,"Propanoic acid, 2-methyl-, 1,1-dimethyl-2-phenylethyl ester",CC(C)C(=O)OC(C)(C)CC1=CC=CC=C1
35413,Sweet,Fruity,6382-06--5,Amyl lactate,CCCCCOC(=O)C(C)O
35414,Sweet,Fruity,54889-48-4,"1,1-Diethoxyoctane",CCCCCCCC(OCC)OCC
35415,Sweet,Fruity,35472-56-1,Ethyl 2-(methylamino)benzoate,CCOC(=O)C1=CC=CC=C1NC
35416,Sweet,Fruity,1073-11-6,"2(3H)-Furanone, 5-ethenyldihydro-5-methyl-",CC1(CCC(=O)O1)C=C
35417,Sweet,Fruity,26912-64-1,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-5-(2-propen-1-yloxy)-",C=CCOC1CC2CC1C3C2CC=C3
35418,Sweet,Fruity,2438-20-2,2-Methylbutyl propionate,CCC(C)COC(=O)CC
35419,Sweet,Fruity,2445-67-2,Isobutyl 2-methylbutyrate,CCC(C)C(=O)OCC(C)C
35420,Sweet,Fruity,2550-11-0,"4,7-Dimethyloct-6-en-3-one",CCC(=O)C(C)CC=C(C)C
35421,Sweet,Fruity,24851-98-7,Methyl dihydrojasmonate,CCCCCC1C(CCC1=O)CC(=O)OC
35422,Sweet,Fruity,2983-37-1,Ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCC
35423,Sweet,Fruity,3390-12--3,"2,4-Dimethyl-1,3-dioxolane",CC1COC(O1)C
35424,Sweet,Fruity,65443-14-3,"2,2,5-Trimethyl-5-pentylcyclopentan-1-one",CCCCCC1(CCC(C1=O)(C)C)C
